Issue Type;Key;Priority;Status;Summary;Created;Description;;;;;
Story;CODEE01-94;Medium;Closed;Sandbox Data upload;14-04-2023;"We need to upload into test sandbox the examples of product categories and prices. 

 

please review the following documents, prepare and load test data to the Dev sandbox.

[^Product Template.xlsx][^example.xlsx]

We need to have at least two customer groups:
● Standard dealer that uses common list price
● Dealer with the specific discount.

Also as part of this ticket we need to think about the structure of the file that we will use for the uploading price data during the data migration.";;;;;
Story;CODE01-197;Medium;Done;008 - 017 - 019  - Make this paragraph available in back office;24-04-2023;"The following paragraphs should be available in back office, with same functional as product page and solution page : 


● 008 - Text with picture https://monurljira.com/browse/CODEExx-xxx 
● 017 - FAQ https://monurljira.com/browse/CODEExx-xxx 
● 019 - Contact br  https://monurljira.com/browse/CODEExx-xxx 

 ";;;;;
Story;CODE01-185;Medium;Done;017 - 025 - 019  - Make this paragraph available in back office;23-04-2023;"The following paragraphs should be available in back office, with same functional as product page : 


● 017 - FAQ https://monurljira.com/browse/CODEExx-xxx
● 025 - List of content https://monurljira.com/browse/CODEExx-xxx
● 019 - Contact br  https://monurljira.com/browse/CODEExx-xxx

 ";;;;;
Story;CODE1ABCD-111;Medium;Closed; - SPAM - Webform - Add a way to block email address (blacklist);08-02-2022;"Constated :  As a webmaster, I cannot define a blacklist of email adress in BO that are not able to submit a form. 

Expected : As a webmaster, I want to define a blacklist of email adress or IP adress , so these email / IP adress won't be able to submit the form. 

 

To do : 

Please check how we can do that and give access on the BO to this list ,so the webmaster could maintain it. 
 In the related Business issue, you will find an exemple of email list to bann. 

Thanks you. ";;;;;
Story;CODE1ABCD-115;Medium;Closed;Block all the cookies br on UAT and ROD environnment;10-02-2022;"Constated : In the back-office of the website we have to continuously click on the cookie br approval. It's a pain for webmastering on UAT and PROD environment. 

Expected : 
● Blocker the cookie br on every UAT and PROD site listed below .
● Create a sum-up of url where we have blocked br 

 

List of the website (UAT + PROD)  :
● Master 
●  Business 1
● Business 2
● Business 3 
● Business 4 
● business 5
● Business 6
● Business 7
● Business 8
● Business 9
● Business 10
● Business 11
● Business 12";;;;;
Story;CODE1ABCD-68;Medium;Closed;Superscript & Subscript - all sites;15-09-2021;"The superscript and subscript needs to apply for Menus, taxonomy, page titles with the same positioning as we see if we use them in the WYSIWYG editor.  This would be a global change for all sites.   

 

 ";;;;;
Story;CODE1ABCD-72;Medium;Closed;Hide trademarks in URLs;16-09-2021;In edition, is there a way we  can not display the register marks that appear in a title but not show them in the URL.  This is form trademarks TM and R.  I am pretty sure in D7 and Ektron we had some logic that said if the title has a reg market, ignore it for the url.  Is this possible to do?  Alternatively we need to create a manual alias for any page that is a trademark.  Please just tell us if it is feasible or not. ;;;;;
Story;CODE1ABCD-109;Medium;Closed;GTM - Update of the tagging plan standard;28-01-2022;"Existing document : https://monurl.com 


Here is the last version of the Business tagging plan that we use as a base, to create any other tagging plan. 

 

Actual issue : Following the evolution that have been done on GTM recently ( https://monurljira.com/browse/CODEExx-xxx) this document is not up to date. 

Expected : Please upate this document, with all the evolutions that have been done, so he can really reflect what tagging plan is on, for each D8 website. 

Impact : By keeping it up to date, all our website could share the same tagging plan basis. ";;;;;
Story;CODEESS-530;Medium;Closed;Contact Us - Previous page information;18-11-2021;"Hi
, 
 
Could you please explain me why the contact Us page could show up as a ""previous page Information"", before users submit leads ?
 
Indeed, I was thinking it was showing the page before they arrive on contact us.
 
  screenshot            
 
Thanks in advance, 
 
Best Regards,
 

 
 
 
FYI ";;;;;
Story;CODE1ABCD-75;Medium;Closed;Clone feature;24-09-2021;"I have discovered two things when we clone a page that need discussion:

 

The first is that the page also clones the images.  I was surprised by this and don't think we want to clone the images but use the images that were defined in the page until which time a publisher uploads alternative images into the cloned page once they start editing. 

I also found it is cloning the term for the taxonomy.  This seems really funny because when you create new content it does not automatically create the taxonomy term but a cloned page does.  this actually creates some additional steps because then we need to delete the cloned items since we already created the taxonomy  Its easy to delete cloned items but it seems risky and unnecessary if we just don't let it create the taxonomy.   

 ";;;;;
Story;CODE1ABCD-50;Medium;Closed;search;13-08-2021;"We shoudl probably discuss how search will work since I have never seen the way Drupal will manage this with a filter of English and the other languages on the search navigation. I personally would prefer not to see that but to have a person change to the language and search and only see those languages.
 
/pt-pt/search?search=term
 
 
 screenshot   
        
 
 
 
--------------------------------------------
 
To do :

1. Remove the language filter from the facet on the search page and document center page. 
             
2. make sure that the result showed in the search page or document center are based on the active language of the site. Example: if the site is in english, I should only see english result. If the user switch the site to chinese, I should only see chinese content in the results ";;;;;
Story;CODEESS-478;Medium;Closed;Search - Remove Editorial Box & English Box;17-08-2021;"Hi, ,



 

When we search, we have the Editorial Check Box appearing + English Cheack box as it used to appear in the document center. 
Could you make sure they are removed. 

 

Thanks in advance,

Best Regards,


CC:";;;;;
Story;CODEESS-542;Medium;Closed;Remove Akshay Access to all Business Google account;18-01-2022;"Could you remove User 1 to all business Google accounts. 



Thanks,";;;;;
Story;CODEESS-524;Medium;Closed;Access Agency Business Website Back End;10-11-2021;"my agency needs to have access to our metadata. 
 
 
 
Could you give access to:
 
1. exemple@email.com - User name
 
2. exemple2@email.com - User name 2
 
 
 
 
Thanks in advance,
 
Best Regards,
 ";;;;;
Story;CODEESS-512;Medium;Closed;sitemap;11-10-2021;"The stylesheet for the sitemap is not working well.  I added Industries into the sitemap using the configuration settings for sitemap to add Industries and when I reviewed the output I see that the style is not the same.  Please correct so we can add whatever sitemap elements we want using this feature so the styles stay consisistent.
 
 
 
      ";;;;;
Story;CODEESS-502;Medium;Closed;prod login forcing password change;15-09-2021;" and I are both finding that PROD-Business is forcing us to change our password every time we log into the production site.  The issue is not happening on UAT.
 
I changed my password yesterday and now it is asking me to do it again today.   says it has been doing this to her for a while.
 
 
 
       screenshot   ";;;;;
